Tweet;Etiket
Yemin ederim kan beynimden sıçrıyor o derece sinirliyim..;kızgın
Genel olarak 7 öğün asabi ve agresifim ara öğünler sinirli.;kızgın
Az önce gördüğüm manzaradan dolayı ikinci öğretimlere kızgınım.;kızgın
Bu aralar fazla tahammülsüz ve sinirliyim, hayrolsun.;kızgın
Google'un her soruya bir cevabı var çok sinir bozucu ya;kızgın
Ama eskisindende agresif oldum kafamda filler dans ediyor;kızgın
Beni 1.80 yaratmayanlara çok kızgınım 1.80 olmak benim hakkımdı;kızgın
rehberimde 300 kişi var halı sahaya gelicek bir adam bulamıyorum amk kafayı yiyeceğim;kızgın
Karadenizli olmayanların şive yapmaya çalışması çok sinir bozucu değil mi;kızgın
Annem beyaz pantolonla cebinde olan 50 lirayı yıkamış isyan ettim sinirliyim beyazlarla yıkanır mı diye;kızgın
Çok fena sinirliyim çarşıya iniyorum ortalığı birbirine katacağım;kızgın
Müezzinden 1 saat önce uyandığım şu hayata kırgın ve kızgınım;kızgın
Spor hocama bugün sinirliyim dedim beni ona göre çalıştır, şu an sinirli oldum şeyi unuttum hocaya sinirliyim;kızgın
Taehyunga yapılan sakız meselesine o kadar sinirliyim ki anlatamam;kızgın
Çok kızgınım bazı kişilere... benim için şu an sıfırlar..;kızgın
Bende böyleyim sinirliyim agresifim;kızgın
Çok sinirliyim örtmene hastayım diyip gitmeyeceğim derse amk ben matemetik öğrenmek istemiyorum;kızgın
Zeki insanlar daha çabuk sinirlenir diye okudum bir yerde ve ne oldu bilmiyorum bir anda küplere bindim.;kızgın
Nasıl domuz eti yersin sen ya sinirden küplere bindim uyuyamıyorum ! ;kızgın
Bundan sonra birine küfür edeceğim zaman sadece Hasan Ali Kaldırım diyecem..;kızgın
Ya nasıl pislik arkadaşlara sahibim yemin ederim düşündükçe kafayı yiyeceğim;kızgın
Kafayı yiyeceğim ya, bir kediyi neden öldürür bir insan;kızgın
8 dakikada kontenjan nasıl doldurulabilir kafayı yiyeceğim bak;kızgın
Delireceğim kafayı yiyeceğim sus beynim sus;kızgın
Yahu şu 7 rakamındaki sır ne kafayı yiyeceğim niye 7 ya;kızgın
Çemensiz pastırma mı olur ya. Çok sinir oldum şu an. Başka da yok ha;kızgın
Kimse anlayamadı ya sinir oldum sağolsun bağıranlar yüzünden ;kızgın
Pasif agresiflikten nefret ederken pasif agresif oldum hayatım baya planladığım gibi gidiyor;kızgın
Hiç olmadığım kadar kızgınım hocaya ve takıma.;kızgın
Final haftamda çok agresifim uçan kusla bile kavga ediyorum;kızgın
5gb dün geceden bugüne bitti turkcelli allah alsın yani şu an çok kızgınım;kızgın
Aşırı agresifim ya biri bana selam verse de niye selam veriyosun diye kavga çıkarsam;kızgın
Para yok diyorum sana, agresifim diyorum;kızgın
Yine güzel bir çay içemedim, agresifim;kızgın
Germeyin oğlum beni sinirliyim agresifim bak;kızgın
Sevgilimi çok özledim bana ters yapan olursa başının üstünde yeri var agresifim kompleksliyim şu an;kızgın
Sinirlenemiyor oluşuma kızgınım;kızgın
İnşallah bir daha karşıma çıkmazsın senden nefret ediyorum NEFRET;kızgın
modüler aritmetik senden nefret ediyorum;kızgın
Yanımda olmadığın için sen suçlusun ama senden başka herkese kızgınım;kızgın
Şu heyecanlanınca ve yalan söyleyince elimin ayağımın titremesinden nefret ediyorum;kızgın
iki kez sorlan sorulardan ve karşıma ikinci kez çıkan insanlardan nefret ediyorum;kızgın
Çok sinirliyim, Allah'ım inşallah topunuzun belasını verir hiçbirinize ayık kafayla dayanamıyorum artık;kızgın
Allah'ım kafayı yiyeceğim. Kursta da uykum geldi dayanamıyorum ilk arada çıktım. ;kızgın
Can Manay eski sevgilisinin gözüne kezzap mı dökmüş kafayı yiyeceğim;kızgın
O kadar ders çalışıyorum nereye gidiyor bunlar çok merak ediyorum kafayı yiyeceğim;kızgın
Bazı tarihlere çok kızgınım, takvim yapraklarıyla anlaşamıyorum;kızgın
Yürüyemediğim yolların içimde birikmesine kızgınım yalnızca;kızgın
Soyisimlerinizi kullanarak bir yerlere gelmenize aşırı kızgınım;kızgın
Bize bu ayrılığı reva görenlere de bir miktar kızgınım;kızgın
Git gide tahammülsüz bir insan oluyorum sürekli sinirliyim galiba ruh hastası oluyorum yavaştan;kızgın
Kafam karışık uykusuz aç ve agresifim bu anlamsız karmaşa içinde bir hiçim .;kızgın
kızgınım sinirliyim karşılaşsak bir kaşık suda boğarım ve yüzüne tükürürüm evet;kızgın
Kızgınım. Sana değil kendime. Her defasında kendimden çok karşımdakine değer verdiğim için kendime kızgınım.;kızgın
Öyle kızgınım ki -40`ta kalsam soğumam..;kızgın
medenicinin dersindeki ses kaydını dinliyorum adam o kadar yavaş konuşuyor ki vallahi kafayı koyup uyucam şimdi çok kızgınım;kızgın
Kaderimizde neden kolayca ekmek kazanmak nasip değilmiş bilmiyorum ve hayata kızgınım. ;kızgın
Erken uyandığım için kızgınım kendime. Bok vardı çünkü.;kızgın
Kızgınım ama kendime gider diyenlere gidenleri savunduğuma kızgınım;kızgın
Beni bu saatte uyandıran ALES'e de çok miktarda kızgınım.;kızgın
Beni seninle muhattap eden hayatın vizyonsuzluğunada baya bir kızgınım.;kızgın
Herşeye ve herkese kızgınım, sebebini bilmiyorum..;kızgın
Muslera ya bu formuyla oldukça kızgınım çok kötü 1 senedir çok kötü.;kızgın
Tersimden mi kalktım acaba sinirden çıldıracağım bugün;kızgın
Aykut hoca yeter artık ya 2 on libero... Saldır diyoruz senin yaptığına bak ya sövdüreceksin illa kendine;kızgın
Ya sen değil ondan mesaj bekliyorum ben ay çıldıracağım;kızgın
Herkes bilip bilmeden Cengiz Han hakkında yorum yapıyor kafayı yiyeceğim artık;kızgın
Çıldıracam ya bu kadar gücü nerden alıyor ;kızgın
Şunu zıpırı gördükçe sövüyorum bir rahat bırak topçuları. İtici oğlu itici.;kızgın
Uzun bir süre girmeyip tekrar online olunca tuhaf oluyormuş takipten çıkan herkese ana bacı sövüyorum ;kızgın
Haluk Levent’in yaptıklarını görünce asıl yapması gereken ama yapmayan kurumlara daha bir sövüyorum;kızgın
20 dakikadır aralıksız sövüyorum. Bu asalaklar bizim vergimizden maaş alıyor. ;kızgın
Yeter artık sürekli yaptığınız saçma salak mum söndü muhabbetleri. Hepinizin mumu sönsün!!!;kızgın
Çift liberolar öpsün seni defol artık vizyonsuz şebelek yeter artık ya;kızgın
Allah'ım şu uçuğa ne iyi gelir bilen var mı çıldıracağım;kızgın
Site toplantısına oğlumu yolladım sinir küpü olmuş bir şekilde geldi ;kızgın
2 dakika ders çalışıyorum sinir küpü olup kalkıyorum neye sinirlendiğimi bende bilmiyorum ya;kızgın
Eko şu an karşımda sinir küpü. 'Tansu sen niye beni oyunda geçiyorsun strese sokuyorsun beni';kızgın
Herkes gergin şu an anasayfada herkes sinir küpü olmuş;kızgın
Şu an çok öfkeliyim sinirimi yatıştıracak şeyler yapmam lazım;kızgın
Çok sinirliyim kızgınım öfkeliyim yazıklar olsun alayina son 8 haftada galibiyet alamadık;kızgın
Bu hafta dışarı çıkıp eğlenenlere karşı çok öfkeliyim. bu havada evde edebiyat çalışmak bitiriyor beni;kızgın
Uyuyamıyorum ya, delireceğim bir gün ;kızgın
Her şeye öfkeliyim, başım da ince ince ağrıyor;kızgın
Demek sinir bozucu bir şekilde etrafımda dans edersin ha... .;kızgın
Bts’i etiketlerden sürekli Beşiktaş çıkıyor delireceğim;kızgın
Şu gelin evi sadece bana saçma gelmiyordur herhalde millete ne benim zevkimden ya ay çok sinir bozucu;kızgın
Gözlerinin içine böyle derin bakarken aklından ne geçtiğini anlamazsın ya işte bu sinir bozucu.;kızgın
Ağız şapırdatmak kadar sinir bozucu birşey yoktur herhalde.;kızgın
Heryerden okul zili yerine çalınan sinir bozucu müzik sesi geliyor. Öğrenci olsam teneffüse çıkmak istemem böyle zil sesi mi olur.;kızgın
Ucuz parfüm kokusunun baş ağrısı yapması kadar sinir bozucu bir şey olamaz.;kızgın
Doğal olmak basit bir tavırdır ve bildiğin en sinir bozucu tavır... ;kızgın
Karanlıkta işe gitmek icin hazırlanmak çok sinir bozucu... Uykum var;kızgın
Pazartesi ve 50 küsür hasta... şimdiden söyleyim çıldıracağım haberiniz olsun;kızgın
Herkese öfkeliyim en çok kendime;kızgın
Öfkeliyim. Dişlerimi son gücümle sıkıyorum. Şakaklarım çürüyor sanki;kızgın
evet genelde öfkeliyim çünkü çok ayıp ettiler bana;kızgın
O kadar öfkeliyim ki artık kelimelerim yetmiyor bunu atmaya içimden;kızgın
Toplumun her kesiminden insana öfkeliyim;kızgın
herkese öfkeliyim, herkese ama herkese;kızgın
Kafayı yastığa koyduğu gibi uyuyan tiplerden nefret ediyorum.;kızgın
Misafir gelmesinden nefret ediyorum amk;kızgın
Sinirlenince cümle kuramamaktan nefret ediyorum;kızgın
Her şeyi yıktıktan sonra hiçbir şey yapmamış gibi davranan insanlardan nefret ediyorum.;kızgın
Beni annesiz bırakan lanet hastalık senden nefret ediyorum;kızgın
Nefret ediyorum pazar günü çalışmaktan .;kızgın
Şımarık memnuniyetsiz mıy mıy sosyete kızlarından da nefret ediyorum;kızgın
Geceleri acıkmaktan ve yavaş yürüyen insanlardan nefret ediyorum;kızgın
Kendime kızgınım çünkü en büyük hatayı yaptım, sana değer verdim.;kızgın
Evet iş yerine geç kaldım... Işınlanmayı hala bulamayan bilim adamlarına kızgınım... ;kızgın
Seninle yaşamak isteyipte yaşayamadığım her şey için bu hayata ayrı ayrı kızgınım;kızgın
Kaptana kızgınım, insan bizi de çağırır;kızgın
Varlığına çok alıştığım bir yaranın iyileşmesine kızgınım;kızgın
Çok kızgınım ve sakinleşemiyorum;kızgın
Eskisi gibi kalmayışınıza çok kızgınım;kızgın
Söz dizisini bunca zamandır izlememiş olan benliğime bir miktar kızgınım;kızgın
Gaza gelip biriyle çıkmak nedir lan mal mısın kızım sen;kızgın
Tam kızıcam mal mısın diyorum evet diyince konu kapanıyor;kızgın
Ne demek yürürken mesaj atamıyorum mal mısın;kızgın
Neden kendi tweetlerini beğeniyorsun kızım sen mal mısın?;kızgın
Mal mısın madem tekrar engelleyeceksin neden kaldırıp mesaj atıyorsun;kızgın
Kardeş mal mısın ne o özürlü özürlü hareketler defol git uzakta yaşa ya;kızgın
yapma işte şunu yapma mal mısın hangi köyün soğanısın davar;kızgın
Mal mısın demek istediğim herkese mal olduğunu vura vura öğretmek zorunda kaldım.;kızgın
Ne dengesiz herifler var dün A derken bugün Z diyor evladım sen mal mısın;kızgın
Bugün var ya çok agresifim, sağa sola çatıyorum az önce virajdan dönemeyen arabaya saydım sövdüm gömdüm;kızgın
Bugün de üzerimde Avrupa yakası huysuzluğu var, karşı yakada daha da agresifim haliyle;kızgın
Kardeşim uyandırdı daha 2 saat uyurdum ben agresifim;kızgın
Tam rüyanın ortasında annem uyandırdı. Agresifim bugün;kızgın
20 lik diş çıkarıyorum. Çok agresifim yaklaşmayın;kızgın
Geri geldim hiç olmadığım kadar agresifim yenilendim;kızgın
Bugün ki batak dozumu alamadım agresifim;kızgın
biri penaltıdan olmak üzere 16 şut attım fakat gol olmadı agresifim bir miktar;kızgın
Çok sinirliyim çok agresifim yaklaşmayın yanarsınız;kızgın
Yine engellemiş gerizekalı beyinsiz hacıobalı;kızgın
Allah boy veriyor tip veriyor ama zekadan kısıyor işte nabalım gerizekalı;kızgın
“Bir insan daha ne kadar gerizekalı olabilir ki” sorusunun yanıtı sensin;kızgın
Ne gerizekalı bir topluluk bunlar ya, internetten Trabzonu geziyorlar;kızgın
Şu rezil feneri bu kadroyla yenemedin defol git rıza defol..;kızgın
Maçın özeti korkak hoca maçı verdi. defol git Rıza;kızgın
Mayısı bekleme erken seçim yap ve defol git !;kızgın
Aziz Yıldırım defol git hayatımızdan küflü peynir.;kızgın
Sen antranör değilsin aykut kocaman defol git;kızgın
mesajıma cevap vermeyip tweet atan insanlara sinir oluyorum delireceğim bir gün;kızgın
Antidepresan kullanmaya başladığımdan beri daha da agresif oldum bu işte bi terslik var;kızgın
Ben niye bu kadar agresif oldum ya kimseye katlanamıyorum;kızgın
Allah aşkına bi fırça neden 250 tl neden yani işin sinir bozucu yanı o fırçaya eşdeğer fırça bulamamak;kızgın
Küfür eden kızlara itici diyenlere anlam veremiyorum, sinirlenince napsınlar örgü mü örsünler amk;kızgın
Hava soğudu kaloriferleri kapattılar bu nasıl yurt ya delireceğim;kızgın
deneme sınavlarından, deneme sınavlarından sonra gelen nasıl geçti sorusundan ama en çok senden nefret ediyorum;kızgın
histoloji labından nefret ediyorum;kızgın
Lan site açılmıyor sinir hastası oldum;kızgın
Genç yaşımda sinir kanseri oldum galiba;kızgın
Otobüste uyuya kalıp yanlış durakta inmek nedir amk yine sinirlendim;kızgın
Ne kadar salak salak kişiler var ya bak yine sinirlendim;kızgın
Şu an gerçekten tam bir sinir küpüyüm;kızgın
Sinir küpüyüm bulaşanın canını fena yakarım;kızgın
Nasıl bir sinir küpüyüm şu an var ya bir dersi almam bir dk sürüyor;kızgın
Siz hiç nefret ettiniz mi? Ben ettim ilk kez. Ciğerlerime kadar.;kızgın
Gördükçe sinirlerim zıplıyor saçma sapan insanları ünlü etmeye bayılıyorsunuz;kızgın
Yağmurlu ve kapalı havalardan nefret ediyorum ;kızgın
Ya kızım mal mısın dışarı çıkıp geziyorsun işte ne var bunda;kızgın
7gb internet aldım aksam 1gb i gitmiş delireceğim ya saçmalık;kızgın
İçim daraldı yine sinirlendim bak;kızgın
Demek yayınlamadın hııııaağ çok sinirlendim hemen onu mahvedeceğim ;kızgın
Saatlerdir buraya giremedim bak elim ayağım titriyor sinirlendim;kızgın
Aşırı sinirlendim ya bu kadar insanlığınızı kaybetmiş olamazsınız;kızgın
Sinirlendim. Tiremin anasına sadece ben sövebilirim. Başkasına hak vermiyorum;kızgın
Çok sinirlendim , gidip halıyı falan döveceğim.;kızgın
Şu an o kadar sinirliyim ki ilk gördüğüm insanı öldürebilirim;kızgın
Abimler şirket kurup adını MS koymuşlar şu an çok sinirliyim.;kızgın
Lan o kadar sinirliyim ki ettiğim küfürler yeterli gelmiyor;kızgın
Şu an çok sinirliyim rüzgar yüzünden fotoğraf çekilemiyorum;kızgın
Yazmayın bana sinirliyim ağzımda ters kelime çıkabilir ;kızgın
Uslu kız olayım derken sinir küpü oldum.;kızgın
Sinir küpü olduğum tek kelimelik mesajdan anlaşılıyor ;kızgın
Evet yine sinir küpü olduğum bir otobüs yolculuğu oluyor..;kızgın
Elim ayağim titriyor sinir küpü oldum amk;kızgın
Puzzle nasıl hobi olabilir tamamen sinir küpü olmak için ortaya atılmış bir şey;kızgın
Bana kimse ters cevap vermesin bu aralar yemin ederim sinir küpü gibiyim;kızgın
En çok toprağa kızgınım ve en çok toprağı kıskanırım;kızgın
Bayadır Ados dinleyemedim kendime kızgınım;kızgın
Kızgınım hiç gelmeyişine, bilmeyişine, hissetmeyişine;kızgın
Çok kızgınım kendime şu herşeyi ayrıntı düşünmeden edemeyen kendime çok kızgınım.;kızgın
Senin şu an haberin yok ama çok kızgınım sana.;kızgın
Neden hep çok kızgınım, neden hep bu kadar bağırmak istiyorum. Neden?;kızgın
Kendime çok kızgınım. Gidip tatlı ya da çikolata yiyip sakinleşeyim.;kızgın
Şu hayatı istediğim gibi yaşayamadığım için sana çok kızgınım dünya;kızgın
Uykumdan uyandırıp ders seçtirmelerine de kızgınım;kızgın
Beni senle muhatap eden hayatın vizyonsuzluğuna da baya kızgınım aslında;kızgın
Beni şu ana kadar Dostoyevski ile tanıştırmayan herkese kızgınım;kızgın
Şunlardan sadece trapp’a engeli kaldırdım ama hala kızgınım ;kızgın
Ailem yine ben uyanmadan kahvaltı etmiş aç ve öfkeliyim şu an;kızgın
Günün yarısında sinirliysem diğer yarısında da öfkeliyim;kızgın
İnternetin kotası doldu çok öfkeliyim;kızgın
Kadın olmak ile ilgili yazı yazıyorum şu an çok öfkeliyim;kızgın
Toplumun her kesiminden insana öfkeliyim;kızgın
Kişilere değil kişiliksizliklere öfkeliyim;kızgın
Her şeye öfkeliyim yaşanmışlıklar bu hale getirdi;kızgın
Çok öfkeliyim her şeye herkesi bıçaklarım tam şu an;kızgın
Bugünlerde aşırı sinirli ve öfkeliyim 500 metreden fazla yaklaşmayın;kızgın
Sabahın altısında uyanmak zorunda kaldım çok öfkeliyim ve uykulu;kızgın
Hasta sinirli ve agresifim;kızgın
Bir saat önce sinirlerimi yumuşatmasi için ilaç içtim. Sinirlerim yumuşadi diye şu an aşırı agresifim...;kızgın
Yine çok sinirli ve agresifim keşke ağzımdan ateş çıksa da rahatlasam;kızgın
Bu aralar agresifim kompleksliyim ama perdelerimi kaldırdığımda kedi gibi bir insanım;kızgın
Beklemekten nefret ediyorum bu yüzden de arkadaşlarım beni hep bekletiyor delireceğim;kızgın
Telefonumda benim dışımda tüm arkadaşlarımın parmak izi var telefona şifreyle giriyorum resmen delireceğim;kızgın
Sinirimi birilerinden çıkarmam lazım yoksa delireceğim;kızgın
Lan delireceğim gördük amk tamam snapchat, instagram, twitter, whatsapp her yerde niye paylaşıyorsun ya.;kızgın
Ben neden burun kanamasıyla uyanıyorum delireceğim;kızgın
Ahlaksız pislik herif ceheneme git defol iğreniyorum senden;kızgın
Rıza sen hoca falan değilsin istifa et defol git;kızgın
2-3 ay yazmıyor. Sonra geliyor en şerefsiz haliyle hiçbir şey olmamış gibi kafa karıştırıyor. Ya bir defol git.;kızgın
